time,heartrate,altitude,temp,hrv,core_temperature,respiration
2589,167,103.6,20,361:358:352,31.22,35.44
2590,168,103.6,20,370:354:356,31.22,35.44
2592,166,103.6,20,360:356:365,31.22,35.44
2595,165,103.8,20,363:356:370,31.22,37.8
2596,168,103.8,20,354:358:354,31.22,37.8
2597,167,103.8,20,368:358:361,31.22,37.8
2600,166,103.8,20,363:361:361,31.22,39.76
2602,168,103.8,20,354:358:354,31.22,39.76
2603,166,103.6,20,363:361:361,31.22,39.76
2606,165,103.6,20,363:356:365,31.22,39.5
2607,167,103.6,20,356:356:361,31.22,39.5
2608,168,103.6,20,354,31.22,39.5
2609,167,103.6,20,352:725:358,31.22,38.14
2610,168,103.6,20,1077,31.22,38.14
2612,167,103.6,20,360:361:358,31.22,38.14
2614,168,103.6,20,360:708,31.22,37.24
2617,167,103.6,20,358:361,31.22,37.24
2618,168,103.6,20,354:361:356:354,31.22,37.24
2619,169,103.6,20,368:351,31.22,39.39
2620,170,103.6,20,354:347:361,31.22,39.39
2621,169,103.6,20,354:354:354,31.22,39.39
2623,168,103.6,20,718,31.22,39.39
2627,170,103.6,20,351:360:351,31.22,40.83
2628,169,103.6,20,358:354,31.22,40.83
2630,168,103.6,20,358:361,31.22,40.6
2633,169,103.8,20,354:352:365,31.22,40.6
2635,168,103.8,20,356:356,31.22,41.24
2637,167,103.8,20,1072,31.22,41.24
2638,168,103.8,20,356:356:356,31.22,41.24
2642,169,103.8,20,351:354:354,31.22,40.09
2644,168,103.8,20,354:358:356,31.22,38.54
2647,167,103.8,20,361:358:349,31.22,38.54
2648,169,103.8,20,358:354:352,31.22,38.54
2650,168,103.8,20,356:356:356,31.22,38.29
2651,167,103.8,20,358:360:356,31.22,38.29
2653,168,103.8,20,361:354:356,31.22,38.29
2655,169,103.8,20,351:354:354,31.22,40.49
2656,168,103.8,20,358:361:352,31.22,40.49
2657,169,103.8,20,358:354:354,31.22,40.49
2658,168,103.8,20,358:356,31.22,40.49
2660,169,103.8,20,352:349:365,31.22,39.59
2661,171,103.8,20,347:356:347,31.22,39.59
2662,168,103.8,20,358:358:356,31.22,39.59
2663,169,103.8,20,705,31.22,39.59
2665,168,103.8,20,1075:354:354,31.22,38.99
2667,171,103.8,20,349:354:349,31.22,38.99
2668,169,103.8,20,356:356:354,31.22,38.99
2670,168,103.8,20,349:363,31.22,39.38
2671,169,103.8,20,354:351,31.22,39.38
2672,168,103.8,20,358:713,31.22,39.38
2673,169,103.8,20,708:361:354,31.22,39.38
2676,168,103.8,20,358:349:361,31.22,39.24
2678,169,104.0,20,354:354,31.22,39.24
2680,170,104.0,20,354:351:354,31.22,39.55
2681,169,104.0,20,358:352:351,31.22,39.55
2682,168,104.0,20,356:356:356,31.22,39.55
2684,170,104.0,20,354:354:363:351,31.22,38.96
2688,171,104.0,20,700:349,31.22,38.96
2689,170,104.0,20,356:354:351,31.22,37.78
2692,169,104.0,20,1067:354:352,31.22,37.78
2694,171,104.0,20,351:351:351,31.22,36.61
2695,169,104.0,20,356:354:354,31.22,36.61
2702,168,103.8,20,356:354,31.22,37.79
2703,169,103.8,20,356:703,31.22,37.79
2704,168,103.8,20,356:356:358,31.22,38.97
2706,167,103.8,20,358:363:360,31.22,38.97
2708,166,103.8,20,365:361:356,31.22,38.97
2709,165,104.0,20,363:363:363,31.22,39.76
2710,166,104.0,20,361:360,31.22,39.76
2711,165,104.0,20,365:363:361,31.22,39.76
2712,166,104.0,20,361:356:365,31.22,39.76
2713,165,104.0,20,365:728,31.22,39.76
2714,164,103.8,20,379:345,31.22,39.76
2719,163,103.8,20,1101:365,31.22,38.4
2720,164,103.8,20,368:361:367,31.22,38.4
2721,163,103.8,20,370:363:368,31.22,38.4
2723,162,103.8,20,370:368,31.22,38.4
2724,163,103.8,20,368:365:370,31.22,38.59
2725,162,103.8,20,368:370:370,31.22,38.59
2727,161,103.8,20,370:372:372,31.22,38.59
2732,160,103.8,20,374:377:372,31.22,38.72
2738,161,103.8,20,368:372:375,31.22,37.62
2739,160,103.8,20,377:375,31.22,36.5
2740,159,103.8,20,377:379:381,31.22,36.5
2741,158,103.8,20,375:379,31.22,36.5
2745,157,103.8,20,382:382:382,31.22,35.75
2747,156,103.8,20,1156,31.22,35.75
2752,155,103.8,20,388:388:386,31.22,34.07
2753,154,103.8,20,389:389:386,31.22,34.07
2757,153,103.8,20,393:391:393,31.22,34.52
2760,152,103.8,20,393:395,31.22,34.43
2761,153,103.8,20,393:393:395,31.22,34.43
2762,152,103.8,21,395:391,31.22,34.43
2765,151,104.0,20,397:397,31.22,36.34
2775,150,103.8,21,405:398,31.22,36.88
2776,148,103.8,21,405:407:411,31.22,36.88
2777,147,103.8,21,409:409,31.22,36.88
2779,146,103.8,21,411:412:418,31.22,38.37
2780,145,104.0,21,416:412,31.22,38.37
2782,143,104.0,21,423:421:414,31.22,38.37
2783,144,104.0,21,416:416:419,31.22,38.37
2785,143,104.0,21,418:412:418,31.22,37.39
2794,142,103.8,21,423:841,31.22,35.78
2795,143,103.8,21,419:418,31.22,35.78
2796,143,103.8,21,421:423,31.22,35.78
2799,144,103.8,21,412:412,31.22,34.87
2800,145,103.8,21,412,31.22,34.87
2801,144,103.8,21,838:414:418,31.22,34.87
2803,145,104.0,21,414:416:414,31.22,34.87
2810,146,104.0,21,407:416,31.22,35.71
2811,147,104.0,21,407:409:414,31.22,35.71
2812,146,104.0,21,409:409,31.22,35.71
2813,147,104.0,21,409:405:404,31.22,35.71
2814,148,104.0,21,405:412,31.22,36.8
2815,147,104.0,21,409:404:409,31.22,36.8
2817,148,104.0,21,402:404:402,31.22,36.8
2818,149,104.0,21,405:402,31.22,36.8
2825,150,104.0,21,398:400,31.22,34.33
2828,151,104.0,21,1192,31.22,34.33
2829,150,104.0,21,797:796,31.22,33.91
2830,151,104.0,21,395:393:402,31.22,33.91
2832,150,104.0,21,395:404,31.22,33.91
2833,151,104.0,21,395:395:395,31.22,33.91
2835,150,104.0,21,398:398:395,31.22,34.02
2836,152,104.0,21,391:402,31.22,34.02
2839,153,104.2,21,391:398:393,31.22,36.07
2840,152,104.2,21,393:395,31.22,36.07
2842,153,104.2,21,391:391,31.22,36.07
2843,152,104.2,21,395:397:391,31.22,36.07
2844,153,104.2,21,393:393,31.22,36.25
2845,153,104.2,21,393:395:391,31.22,36.25
2847,154,104.2,21,393:382,31.22,36.25
2848,153,104.2,21,398:389:391,31.22,36.25
2849,154,104.2,21,389:391,31.22,35.58
2853,155,104.2,21,384:384,31.22,35.58
2854,156,104.2,21,386:391,31.22,35.58
2857,155,104.2,21,388:386:384,31.22,35.92
2859,156,104.2,21,381:382,31.22,35.92
2866,155,104.2,21,386:384,31.22,36.57
2867,157,104.2,21,381:381:391,31.22,36.57
2870,156,104.2,21,384:769,31.22,36.19
2878,155,104.2,21,375:395:388,31.22,35.15
2881,156,104.2,21,384:386,31.22,34.85
2882,155,104.2,21,393:384:388,31.22,34.85
2888,154,104.2,21,388:384,31.22,34.26
2889,155,104.2,21,393:384,31.22,34.26
2891,154,104.2,21,777:776,31.22,35.04
2892,155,104.2,21,389:388,31.22,35.04
2893,154,104.2,21,389:391:388,31.22,35.04
2901,153,104.2,21,786:393:388,31.22,36.57
2902,154,104.2,21,389:393,31.22,36.57
2905,153,104.2,21,393:391:388,31.22,35.01
2910,154,104.2,21,389:395:386,31.22,33.57
2911,153,104.4,21,393:391,31.22,33.57
2913,154,104.4,21,1164:388:400,31.22,33.57
2914,153,104.4,21,389:395,31.22,33.41
2920,154,104.4,21,395:389:386,31.22,33.29
2922,153,104.4,21,393:787,31.22,33.29
2927,152,104.4,21,393:395,31.22,33.29
2928,153,104.4,21,391:389,31.22,33.29
2929,152,104.4,21,400:787,31.22,33.29
2931,153,104.4,21,391:400,31.22,33.29
2932,152,104.4,21,393:395:405,31.22,33.29
2934,153,104.4,21,391:393:391,31.22,34.01
2936,151,104.4,21,398:397:395,31.22,34.01
2937,152,104.4,21,395:395,31.22,34.01
2940,151,104.4,21,395:393:395,31.22,33.69
2941,152,104.4,21,796,31.22,33.69
2943,151,104.4,21,398:397:393,31.22,33.69
2944,152,104.4,21,395:391,31.22,33.88
2945,153,104.4,21,388:400:395,31.22,33.88
2946,152,104.4,21,398:395,31.22,33.88
2956,153,104.2,21,391:395,31.22,32.51
2961,152,104.2,21,787,31.22,34.27
2962,153,104.2,21,395:391:384,31.22,34.27
2966,152,104.4,21,393:395:395,31.22,35.84
2974,153,104.4,21,2358:397:389,31.22,36.0
2975,152,104.4,21,395:393:395,31.22,36.0
2976,153,104.4,21,388:391:393,31.22,36.0
2982,152,104.4,21,388:395:395,31.22,36.21
2984,153,104.4,21,391,31.22,36.21
2985,154,104.4,21,779:786,31.22,35.95
2986,153,104.4,21,391:395:391,31.22,35.95
2987,154,104.4,21,388:389,31.22,35.95
2988,155,104.4,21,388:384:393,31.22,35.95
2989,153,104.4,21,395:391,31.22,37.35
2991,154,104.4,21,388:386:388,31.22,37.35
3000,155,104.4,21,382:395:388,31.22,37.73
3026,156,104.4,21,379:395,31.22,34.64
3027,155,104.4,21,388:386:389,31.22,34.64
3032,156,104.2,21,379:391,31.22,35.3
3033,155,104.2,21,391:386:388,31.22,35.3
3036,156,104.2,21,386:377:395,31.22,35.34
3037,155,104.2,21,388,31.22,35.34
3042,156,104.2,21,386:384:389,31.22,37.34
3043,155,104.2,21,388,31.22,37.34
3048,154,104.2,21,391,31.22,37.1
3049,155,104.2,21,773:393:382,31.22,37.33
3050,154,104.4,21,388:389:388,31.22,37.33
3051,155,104.2,21,391:384,31.22,37.33
3052,156,104.2,21,384:386:379,31.22,37.33
3053,155,104.2,21,397:389,31.22,37.33
3054,154,104.2,21,386:389:389,31.22,37.88
3055,155,104.4,21,391:386:384,31.22,37.88
3058,154,104.4,21,388:391:389,31.22,37.88
3060,155,104.4,21,386:386:393,31.22,37.06
3063,154,104.4,21,395:388,31.22,37.06
3064,155,104.4,21,386:386:382,31.22,36.91
3068,154,104.4,21,389:386,31.22,36.91
3069,155,104.4,21,379:397:389,31.22,37.21
3070,154,104.2,21,388:388,31.22,37.21
3071,155,104.2,21,391:386:388,31.22,37.21
3072,154,104.2,21,389:391,31.22,37.21
3073,155,104.2,21,391:384:386,31.22,37.21
3075,154,104.2,21,1172,31.22,38.19
3079,153,104.2,21,393:388:393,31.22,37.27
3081,154,104.2,21,386:391:388,31.22,37.27
3083,155,104.2,21,388:388:393,31.22,37.27
3084,153,104.2,21,393:393,31.22,38.23
3085,154,104.2,21,391:388:388,31.22,38.23
3090,153,104.2,21,393:386:391,31.22,38.48
3095,154,104.2,21,388:395:391,31.22,38.25
3096,153,104.2,21,393:386,31.22,38.25
3097,154,104.2,21,388:391:395,31.22,38.25
3098,153,104.2,21,384:395,31.22,38.25
3100,154,104.2,21,391:397,31.22,37.7
3101,153,104.2,21,391:391:393,31.22,37.7
3103,154,104.2,21,389:386:391,31.22,37.7
3105,152,104.2,21,785:393:395,31.22,36.55
3106,153,104.4,21,393:389:393,31.22,36.55
3108,152,104.4,21,393:395:395,31.22,36.55
3110,153,104.4,21,782:391:397,31.22,35.39
3112,152,104.4,21,395:393:395,31.22,35.39
3113,153,104.2,21,388:391,31.22,35.39
3116,152,104.2,21,398:397:391,31.22,34.62
3117,153,104.2,21,391:395,31.22,34.62
3118,152,104.2,21,391:395:395,31.22,34.62
3119,153,104.2,21,388:389,31.22,33.71
3126,154,104.2,21,389:391:388,31.22,32.71
3128,153,104.2,21,391:393:389,31.22,32.71
3129,154,104.2,21,389:388,31.22,32.83
3132,155,104.2,21,1164:386,31.22,32.83
3134,154,104.2,21,388:389:393,31.22,34.88
3135,153,104.2,21,393:386,31.22,34.88
3136,155,104.2,21,386:393:386,31.22,34.88
3138,154,104.2,21,393:384,31.22,34.88
3143,156,104.2,21,382:382,31.22,36.24
3144,154,104.2,21,391:393:381,31.22,36.76
3146,155,104.2,21,386:384:386,31.22,36.76
3148,156,104.2,21,381:384:391,31.22,36.76
3149,155,104.2,21,382:389:386,31.22,37.5
3151,156,104.2,21,382:384:382,31.22,37.5
3153,157,104.2,21,382:381:389,31.22,37.5
3154,156,104.2,21,379:386:384,31.22,37.6
3156,157,104.2,21,377:377,31.22,37.6
3162,158,104.4,21,381:381:375,31.22,36.87
3163,157,104.4,21,389:382,31.22,36.87
3167,156,104.4,21,384:384,31.22,38.36
3168,157,104.4,21,375:393:379,31.22,38.36
3169,156,104.4,21,386:388:384,31.22,37.78
3174,155,104.4,21,382:389,31.22,38.96
3175,156,104.4,21,381:384:384,31.22,38.96
3180,155,104.4,21,386:389,31.22,37.79
3181,156,104.4,21,384:381:393,31.22,37.79
3182,155,104.4,21,386:388:388,31.22,37.79
3194,156,104.4,21,384:384:388,31.22,36.13
3195,155,104.4,21,391:384,31.22,36.13
3196,156,104.4,21,382:393:384,31.22,36.13
3197,155,104.4,21,389:389,31.22,36.13
3201,154,104.4,21,391:389,31.22,37.47
3208,155,104.4,21,386:386:395,31.22,37.58
3209,154,104.4,21,391:386,31.22,37.65
3211,155,104.4,21,386,31.22,37.65
3214,154,104.4,21,782:386,31.22,36.91
3216,155,104.2,21,386:386,31.22,36.91
3217,154,104.2,21,391:391:391,31.22,36.91
3221,152,104.2,21,397:391:391,31.22,36.42
3222,153,104.2,21,388:391:393,31.22,36.42
3224,154,104.2,21,395:386:386,31.22,36.09
3230,155,104.4,21,384:386:389,31.22,35.87
3231,154,104.4,21,391:388:382,31.22,35.87
3232,155,104.4,21,395:386,31.22,35.87
3233,153,104.4,21,391:393:388,31.22,35.87
3234,154,104.4,21,388,31.22,35.87
3240,155,104.0,21,384:386:388,31.22,36.28
3241,154,104.0,21,393:391,31.22,36.28
3246,155,104.4,21,386:388,31.22,35.21
3247,154,104.4,21,389:393:389,31.22,35.21
3254,155,104.4,21,386:386,31.22,36.25
3255,154,104.4,21,395:389:388,31.22,36.25
3266,153,104.4,21,393:783,31.22,36.98
3267,154,104.4,21,777:386,31.22,36.98
3268,155,104.4,21,386:395,31.22,36.98
3269,153,104.4,21,391:393:393,31.22,36.85
3271,154,104.6,21,386:395:388,31.22,36.85
3273,153,104.4,21,379:393:395,31.22,36.85
3274,152,104.4,21,395:388,31.22,36.38
3275,154,104.4,21,388:391:391,31.22,36.38
3277,155,104.2,21,388:386:395,31.22,36.38
3281,154,104.0,21,397:388:388,31.22,35.28
3283,155,104.0,21,384:388:388,31.22,35.28
3285,154,104.2,21,389:391:382,31.22,34.54
3286,155,104.2,21,384:389:388,31.22,34.54
3287,154,104.2,21,388:393:386,31.22,34.54
3288,155,104.2,21,388:388,31.22,34.54
3289,154,104.2,21,389:391:386,31.22,33.65
3290,155,104.2,21,388:395,31.22,33.65
3291,154,104.2,21,388:388,31.22,33.65
3293,155,104.2,21,386:386:389,31.22,33.65
3294,154,104.2,21,397:386:391,31.22,33.85
3295,153,104.2,21,393:395,31.22,33.85
3297,154,104.2,21,391:388,31.22,33.85
3303,155,104.4,21,388:388:391,31.22,34.38
3304,154,104.4,21,395:389,31.22,35.91
3306,155,104.4,21,388:386:386,31.22,35.91
3308,156,104.4,21,384:384:389,31.22,35.91
3309,155,104.4,21,389:384,31.22,36.93
3313,156,104.2,21,384:386,31.22,36.93
3314,155,104.2,21,386:388:388,31.22,36.43
3318,156,104.0,21,386:379,31.22,36.43
3319,154,104.0,21,783:776,31.22,36.88
3320,155,104.0,21,386:393:386,31.22,36.88
3322,156,104.0,21,393:384:384,31.22,36.88
3324,155,104.0,21,393:388:386,31.22,36.01
3326,156,104.0,21,384:384:388,31.22,36.01
3327,155,104.2,21,388:388:388,31.22,36.01
3329,154,104.2,21,389:778,31.22,35.42
3331,156,104.2,21,382:382:393,31.22,35.42
3332,154,104.2,21,398:391,31.22,35.42
3336,155,104.2,21,386:386:393,31.22,35.42
3337,154,104.2,21,386:391,31.22,35.42
3343,153,104.4,21,395:391:391,31.22,36.21
3344,154,104.4,21,388:389,31.22,35.56
3345,153,104.4,21,391:391:391,31.22,35.56
3347,154,104.4,21,388:388:388,31.22,35.56
3349,153,104.4,21,395:386:393,31.22,34.33
3351,154,104.4,21,391:388:391,31.22,34.33
3352,153,104.4,21,393:389:395,31.22,34.33
3355,154,104.4,21,388:386:393,31.22,35.49
3356,153,104.4,21,391:395,31.22,35.49
3357,154,104.2,21,388:391:395,31.22,35.49
3358,153,104.2,21,393:389,31.22,35.49
3360,152,104.2,21,393:395,31.22,36.65
3362,153,104.2,21,393:389:400,31.22,36.65
3363,152,104.2,21,395:393:393,31.22,36.65
3364,153,104.2,21,393:391,31.22,36.24
3367,152,104.2,21,393:395:388,31.22,36.24
3369,153,104.2,21,395:391:391,31.22,36.36
3371,152,104.2,21,395:395,31.22,36.36
3373,153,104.2,21,391:395,31.22,36.36
3375,152,104.2,21,791:389:397,31.22,36.05
3377,153,104.2,21,397:391,31.22,36.05
3378,152,104.2,21,395:393:393,31.22,36.05
3380,153,104.2,21,393:393:388,31.22,35.85
3381,152,104.2,21,395:395,31.22,35.85
3383,153,104.2,21,391:386,31.22,35.85
3387,154,104.0,21,388:395,31.22,37.68
3391,153,104.0,21,391:393,31.22,37.71
3392,154,104.0,21,388:779,31.22,37.71
3402,155,104.0,21,772:388:386,31.22,38.54
3404,154,104.0,21,391:388:395,31.22,37.11
3405,155,104.0,21,386:386,31.22,37.11
3416,154,104.0,21,386:391:386:391,31.22,39.06
3418,155,104.0,21,388:386:384,31.22,39.06
3420,154,104.0,21,391:388:384,31.22,37.85
3421,155,104.0,21,393:388:386,31.22,37.85
3423,154,104.0,21,391,31.22,37.85
3424,155,104.0,21,771:381:393,31.22,36.65
3425,154,104.0,21,391:393:388,31.22,36.65
3427,155,104.0,21,388:388:386,31.22,36.65
3429,154,104.0,21,389:388:386,31.22,35.85
3430,155,104.0,21,384:389,31.22,35.85
3432,156,104.0,21,384:388,31.22,35.85
3433,154,104.0,21,388:384:388:389,31.22,35.85
3435,155,104.0,21,384:386:388,31.22,34.92
3439,154,104.0,21,393:391:386,31.22,33.52
3443,153,104.0,21,397:391:395,31.22,33.52
3444,154,104.0,21,384:388,31.22,32.19
3446,153,104.0,21,393:393,31.22,32.19
3448,154,104.0,21,388:391,31.22,32.19
3451,153,104.0,21,393:786,31.22,32.09
3453,154,104.0,21,391:395:389,31.22,32.09
3454,153,104.0,21,393,31.22,32.41
3455,154,104.0,21,388:391:395,31.22,32.41
3457,153,104.0,21,395:391:389,31.22,32.41
3458,154,104.0,21,389:389,31.22,32.41
3459,153,104.0,21,395:391:393,31.22,32.24
3461,154,104.0,21,389:397:391,31.22,32.24
3463,153,104.2,21,393:395:391,31.22,32.24
3465,154,104.2,21,391:388:398,31.22,32.12
3466,152,104.2,21,398:389:395,31.22,32.12
3467,153,104.2,21,393:393:388,31.22,32.12
3476,154,103.8,21,398:389,31.22,33.3
3477,153,103.8,21,391:395:393,31.22,33.3
3480,154,104.0,21,386:397,31.22,33.22
3481,153,104.0,21,393:391:395,31.22,33.22
3482,154,104.0,21,388:391:391,31.22,33.22
3484,153,104.0,21,398:391:391,31.22,33.96
3493,152,104.0,21,395:393,31.22,32.87
3494,153,104.0,21,393:388:398,31.22,34.51
3495,152,104.0,21,395:393,31.22,34.51
3499,153,104.0,21,388:393:393,31.22,35.61
3501,152,104.0,21,397:389,31.22,35.61
3502,153,104.0,21,395:391,31.22,35.61
3504,152,104.0,21,391:395:397,31.22,36.73
3507,153,104.0,21,391:391:395,31.22,36.73
3513,152,103.8,21,393:395,31.22,36.69
3514,153,104.0,21,393,31.22,35.88
3515,152,104.0,21,1177:395:393,31.22,35.88
3517,153,104.0,21,389:783,31.22,35.88
3522,152,104.0,21,391:395,31.22,35.73
3523,153,104.0,21,393:388:393,31.22,35.73
3532,152,104.0,21,400:391:395,31.22,37.53
3533,153,104.0,21,393:393:395,31.22,38.01
3541,154,104.0,21,388,31.22,36.76
3542,152,104.0,21,1185:393,31.22,36.76
3544,153,103.8,21,391:389:384,31.22,36.71
3545,152,103.8,21,402:395:389,31.22,36.71
3546,154,103.8,21,386:393,31.22,36.71
3547,153,103.8,21,388:393:395,31.22,36.71
3548,154,103.8,21,389:391:389,31.22,36.71
3552,153,103.8,21,386:391:393,31.22,37.86
3554,154,103.8,21,388:404:391,31.22,38.23
3560,153,103.8,21,391:393:386,31.22,37.69
3561,154,103.8,21,395:389:388,31.22,37.69
3563,153,103.8,21,393:391:391,31.22,37.69
3564,154,103.8,21,388:391:388,31.22,36.94
3568,153,103.8,21,1172,31.22,36.94
3569,154,103.8,21,388:388,31.22,37.22
3570,153,103.8,21,393:393:393,31.22,37.22
3572,154,103.8,21,386:391:389,31.22,37.22
3575,153,103.8,21,393:391:391,31.22,37.41
3577,154,103.8,21,388:389:389,31.22,37.41
3579,153,103.8,21,393:393:388,31.22,36.75
3583,152,103.8,21,395:391,31.22,36.75
3584,154,103.8,21,389:391:388,31.22,38.28
3586,153,103.8,21,393:391:372,31.22,38.28
3596,152,104.0,21,1175:395:395,31.22,37.22
3602,153,103.8,21,391:393:393,31.22,36.23
3603,152,103.8,21,395:395,31.22,36.23
3605,153,103.6,21,389:389,31.22,36.75
3608,152,103.6,21,393:395:395,31.22,36.75
3610,153,103.6,21,391,31.22,36.31
3615,152,103.6,21,395:395:395,31.22,36.41
3616,153,103.8,21,389:391,31.22,36.41
3621,152,103.8,21,393:391,31.22,38.05
3622,153,103.8,21,1182,31.22,38.05
3626,152,103.8,21,395:395,31.22,36.78
3628,153,103.8,21,391:398,31.22,36.78
3629,152,103.8,21,393:395:391,31.22,37.51
3630,153,103.8,21,393:388:402,31.22,37.51
3631,151,103.8,21,397:395,31.22,37.51
3632,152,103.8,21,393:389:398,31.22,37.51
3633,151,103.8,21,395:395,31.22,37.51
3634,152,103.8,21,790:393,31.22,36.43
3635,153,103.8,21,388:402,31.22,36.43
3636,152,104.0,21,395:395:398,31.22,36.43
3639,151,104.0,21,795,31.22,35.7
3642,152,104.0,21,395:395,31.22,35.7
3644,151,104.0,21,796:395,31.22,36.4
3646,150,104.0,21,398:400,31.22,36.4
3649,149,104.0,21,1200:402:398,31.22,36.08
3650,150,104.0,21,397:400,31.22,36.08
3651,151,104.0,21,397:391:402,31.22,36.08
3652,150,104.0,21,402:398,31.22,36.08
3653,151,104.0,21,397:395:395,31.22,36.08
3654,152,104.0,21,395:397,31.22,37.43
3655,151,104.0,21,398:397,31.22,37.43
3656,152,104.0,21,393:395:393,31.22,37.43
3657,151,104.0,21,397:397:395,31.22,37.43
3658,152,104.0,21,395:395,31.22,37.43
3659,153,104.0,21,391:787,31.22,38.34
3661,152,104.0,21,404:393:395,31.22,38.34
3664,153,104.0,21,388:400:391,31.22,39.34
3668,152,104.0,21,395:395:393,31.22,39.34
3670,153,104.0,21,393:393:395,31.22,37.25
3677,155,104.0,21,386:395,31.22,37.04
3678,153,104.0,21,391:393:391:389,31.22,37.29
3679,154,103.8,21,391:386,31.22,37.29
3689,153,104.2,21,391:386,31.22,37.44
3690,154,104.2,21,389:393:384,31.22,37.44
3693,155,104.2,21,388:386,31.22,37.44
3695,154,104.2,21,388:393:391,31.22,38.74
3704,153,103.6,21,391:395:393,31.22,39.39
3706,154,103.6,21,777:388,31.22,39.39
3708,153,103.8,21,391:393,31.22,39.39
3709,154,103.8,21,389:384:398,31.22,40.43
3711,153,104.0,21,395:393:391,31.22,40.43
3712,154,104.0,21,391:389:386,31.22,40.43
3714,153,104.0,21,391:391:388,31.22,38.37
3715,154,104.2,21,391:391,31.22,38.37
3718,152,104.2,21,395:389:393,31.22,38.37
3719,153,104.2,21,395:388,31.22,38.57
3721,152,104.2,21,393:391,31.22,38.57
3722,153,104.2,21,389:395:395,31.22,38.57
3725,152,104.2,21,391:397,31.22,37.92
3726,151,104.2,21,397:397:393,31.22,37.92
3727,152,104.2,21,395:395,31.22,37.92
3728,151,104.2,21,391:400:395,31.22,37.92
3735,152,104.2,21,782,31.22,37.72
3736,150,104.2,21,402:404:393,31.22,37.72
3737,151,104.2,21,395:395,31.22,37.72
3747,152,104.2,21,395:398,31.22,37.5
3748,151,104.2,21,397:393:400,31.22,37.2
3750,152,104.2,21,395:393:395,31.22,37.2
3751,151,104.2,21,397:400,31.22,37.2
3752,152,104.2,21,393:395:393,31.22,37.2
3755,151,104.2,21,398:395,31.22,35.82
3756,152,104.2,21,395:398:395,31.22,35.82
3758,151,104.2,21,1187:398,31.22,35.82
3760,152,104.2,21,395:393:395,31.22,34.91
3763,151,104.2,21,395:400:395,31.22,35.08
3768,150,104.2,21,398:792,31.22,35.08
3769,151,104.2,21,398:397:395,31.22,34.8
3770,152,104.2,21,395:397,31.22,34.8
3773,151,104.2,21,398:397,31.22,34.8
3783,152,104.2,21,393:395:395,31.22,35.54
3789,151,104.2,21,397:395:395,31.22,36.27
3790,152,104.2,21,395:393,31.22,36.27
3794,151,104.0,21,391:398:398,31.22,35.59
3795,152,104.0,21,391:395,31.22,35.59
3801,153,104.0,21,391:391,31.22,36.33
3804,152,104.2,21,397:395:395,31.22,37.6
3806,153,104.2,21,393:393:395,31.22,37.6
3807,152,104.2,21,397:393,31.22,37.6
3818,153,104.0,21,395:389,31.22,37.45
3819,152,104.0,21,402:393:395,31.22,38.74
3830,151,104.2,21,398:397,31.22,39.13
3835,152,104.2,21,395:395,31.22,37.9
3836,151,104.2,21,395:400:395,31.22,37.9
3837,152,104.2,21,395:395,31.22,37.9
3844,151,104.2,21,391:395,31.22,35.61
3845,152,104.2,21,395:391:393,31.22,35.61
3846,153,104.2,21,395:393:393,31.22,35.61
3848,154,104.2,21,397:386,31.22,35.61
3851,153,104.2,21,393:386,31.22,35.94
3854,152,104.2,21,395:395:393,31.22,37.35
3855,153,104.2,21,389:388,31.22,37.35
3856,154,104.2,21,400:389,31.22,37.35
3857,152,104.2,21,398:395:395,31.22,37.35
3858,151,104.2,21,397:395:400,31.22,37.35
3859,152,104.2,21,395:393:400,31.22,37.89
3860,150,104.2,21,402:397,31.22,37.89
3862,149,104.2,21,810,31.22,37.89
3864,148,104.2,21,405:397,31.22,39.43
3866,149,104.2,21,800:407:404,31.22,39.43
3868,148,104.2,21,409:402:407,31.22,38.49
3870,147,104.2,21,409:407,31.22,38.49
3871,148,104.2,21,400:412:405,31.22,38.49
3873,147,104.2,21,407:402:412,31.22,38.49
3876,146,104.2,21,409:402:412,31.22,38.26
,,,,,,
